Players,2022 Set,Country,State Association,Age,Specialism,Batting Style,Bowling Style,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),2021 Team,2021 IPL,C/U/A,Reserve Price Rs Lakh,Price Paid,Team,Bid
Matthew Short,UAL13,Australia,F,26,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Anunay Singh,UAL13,India,BICA,29,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,2000000.0,RR,Sold
Saurin Thakar,UAL13,India,BCA,23,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Nyeem Young,UAL13,West Indies,F,21,ALL-ROUNDER,RHB,RIGHT ARM Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Yuvraj Chaudhary,UAL14,India,UTCA,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Khizar Dafedar,UAL14,India,MCA,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Sahil Dhiwan,UAL14,India,RCA,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Arjit Gupta,UAL14,India,RCA,32,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mickil Jaiswal,UAL14,India,HYCA,23,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ryan John,UAL14,West Indies,F,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
J Kousik,UAL14,India,TNCA,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Jitender Pal,UAL14,India,HCA,22,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Jonty Sidhu,UAL14,India,DDCA,24,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Yashovardhan Singh,UAL14,India,UPCA,19,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Beyers Swanepoel,UAL14,South Africa,F,23,ALL-ROUNDER,LHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Pranshu Vijayran,UAL14,India,DDCA,26,ALL-ROUNDER,LHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Ishan Afridi,UAL15,India,MPCA,19,ALL-ROUNDER,RHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mohammed Afridi,UAL15,India,HYCA,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Prerit Agrawal,UAL15,India,VCA,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Aidan Cahill,UAL15,Australia,F,19,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Mark Deyal,UAL15,West Indies,F,28,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Nidhish Rajagopal,UAL15,India,TNCA,22,ALL-ROUNDER,LHB,RIGHT ARM Fast,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Bavanaka Sandeep,UAL15,India,HYCA,29,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,SRH,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Safyaan Sharif,UAL15,Scotland,F,30,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Associate,20,0.0,UnSold,UnSold
Henry Shipley,UAL15,New Zealand,F,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Maxwell Swaminathan,UAL15,India,MCA,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Johan Van Dyk,UAL15,South Africa,F,28,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
Dunith Wellalage,UAL15,Sri Lanka,F,19,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0.0,0.0,0.0,0.0,Do No Play,Do No Play,0.0,Uncapped,20,0.0,UnSold,UnSold
